"leaid","totenrl","perblk","perwht","perecd"
102160,800.375,0.98883714109817,0.0089823168710482,0.923975633598981
102190,1068.375,0.983278623386193,0.0112365179442362,0.924928364110603
102220,8262.875,0.189132974828592,0.702548315736941,0.374243202568823
102250,630.125,0.684974604558275,0.308206478667523,0.787176790793053
102310,1672.8125,0.0399470074689499,0.925318980578574,0.636292921968891
102350,568.25,0.975982221558593,0.0141042740117753,0.837625797848444
102370,26717.25,0.507808418983195,0.436073268389557,0.70270922012847
102400,1759.9375,0.526001944221254,0.453143904147754,0.707916659081956
102430,14889.625,0.782036073518599,0.141856066433219,0.702649919945607
102480,3627.75,0.0261353800377397,0.891845685263223,0.535540310992691
102490,2107.75,0.0023862497130114,0.980975544667899,6.01250601251e-05
102520,1307.25,0.168398786045822,0.779228820456694,0.327278466161903
102550,547.625,0.0467591675391261,0.718623367979082,0.456892250829861
102580,1892.75,0.616803765864499,0.316929609542453,0.662521197566647
102610,609.875,0.232975523656289,0.749665607858055,0.561372167136834
102635,1918.75,0.238395337699724,0.661917076720662,0.578424171746764
102640,1057.25,0.480024561893548,0.480982215811773,0.661701625116908
102650,1872.125,0.117094109060423,0.849734728391555,0.551543444057346
102670,820.375,0.989059730994192,0.0092549838478684,0.913679794722596
102700,3073.875,0.616359259307352,0.335124845014243,0.680065515107561
102730,1303.125,0.592290298495121,0.388981760079757,0.747131865050425
102760,529.25,0.128310914790779,0.844342194192374,0.65242562618033
102790,1056.625,0.465557951058855,0.498478623558577,0.753443910352077
102820,1029,0.134811759409895,0.815482190002857,0.668738347633199
102850,708.75,0.414420573390938,0.561717498249577,0.668678284572998
102880,1635.375,0.370654341016685,0.571815646859271,0.682140364013182
102910,1160.125,0.0678730910142187,0.559256620091011,0.63447995219916
102940,1236,0.0603375091741563,0.88109941316582,0.523617365805773
102970,1755.5,0.96922419719473,0.0264558049638172,0.875194071635073
103000,476.875,0.424625058002859,0.5368948533755,0.801230472750667
103030,9735.5,0.140375491950607,0.761639942894128,0.321211794388351
103062,3849.25,0.089081689567909,0.863796457458004,0.494240658290121
103090,852.375,0.988725347744314,0.0050170966261532,0.917288675714123
103120,1110.875,0.362359123520328,0.613785835247497,0.568510142691966
103150,1047,0.60410866185002,0.371837972410895,0.820836835998198
103180,3617.125,0.346614456838823,0.631590067093049,0.743466036572984
103210,1356.375,0.314376031572462,0.664920630786858,0.674993875415323
103240,894.875,0.262180696694434,0.708455898432055,0.545345936027388
103270,565.125,0.784827801949983,0.0835288553148333,0.89148364520646
103300,665,0.433980043156434,0.553431869892507,0.623553994806283
103330,972.125,0.630178257940457,0.313245605006404,0.650425230385825
103360,4617.5,0.717760383675587,0.236838307395577,0.633862296117862
103390,8184.75,0.278042161188016,0.672855326982561,0.542573068452608
103420,730.5,0.253342629660817,0.734690733164032,0.560151149269386
103430,3063.5,0.0745375397384336,0.840508003581393,0.0923136355482516
103450,3677.5,0.0547980822250143,0.927011104396387,0.648662107249885
103480,1513.75,0.273831459415196,0.621953940355338,0.611342239777327
103510,870.625,0.99327943337846,0.0064210000887622,0.943934160209652
103540,607,0.0434237425402863,0.927662408822504,0.450869213274431
103580,1216.625,0.0024869697492932,0.984977506478813,0.639867370912642
200001,1951.25,0.0014278847878306,0.0328064989137159,0.79396702227928
200003,963.625,0.000124750499002,0.0029163544871396,0.71667889052271
200004,217,0,0.0094948008358052,1
200005,138,0,0.0074853480660219,0.856924000890281
200007,106.875,0.0019666352374527,0.126021949687905,0.678822100798141
200010,14.75,0,0.234029510346615,0.727809909388857
200020,767.75,0.0003298175995544,0.0099728937594205,0.995903099394371
200030,66.125,0.0099378093588896,0.34648040885389,0.502866109722042
200050,189.625,0.0141565248199014,0.365259861575721,0.837256889978062
200060,154.25,0.0065322127576043,0.615584890122963,0.567819585461029
200070,220.5,0.0095431340676057,0.56300856191502,0.372434775616519
200090,320.5,0.0150476258077951,0.700727697404563,0.366698056458477
200100,373.25,0.0244529061946529,0.867248904131521,0.449955555383864
200120,208.875,0.0031274921391085,0.14781550211315,0.741552359068968
200130,45.875,0,0.236470831219601,0.351391389152183
200150,964.125,0.0100810056233986,0.533015468954129,0.39226792387777
200180,21987.625,0.0768982141593933,0.539804553420076,0.468612208570834
200210,2158.25,0.0156659398284975,0.597353511406998,0.267038827824918
200240,596,0.0077315400145812,0.532745985789362,0.338717452917876
200270,130.375,0.0008132627707049,0.816354150519093,0.503026794605849
200300,51,0.0374880795989321,0.120819933204748,0.748401737846289
200330,28,0,0.0694805406451498,0.875480892032616
200360,43.375,0,0.0641718786704252,0.760907983498543
200390,4060.25,0.0051171821804941,0.824645368952691,0.424911356038032
200450,58.875,0,0.208652130287136,0.742965380217612
200480,1114.75,0.0076176370286497,0.411800736392677,0.528226539362049
200485,144.5625,0.0235110294606003,0.154477593039121,0.723375730143263
200510,7860.75,0.0196731520062429,0.775359933335757,0.395135349703469
200520,98.5,0,0.0711256011774417,0.823203930030138
200525,131.5,0.0009328358208955,0.0140931577261647,0.74067933138859
200540,50.25,0.014890957971988,0.460887716164048,0.434113040275409
200570,323.875,0.006731161698745,0.168100391239582,0.625135273565134
200600,6450.875,0.0659964914184261,0.691554037204899,0.350363632039273
200610,760.375,0.004857830648073,0.0390941303764672,0.461201403781948
200625,877.875,0.0026019825353328,0.0347310974675123,0.739539016608897
200630,5.375,0,0.635416666666667,0.4
200660,207.25,0.0168743321781587,0.671464420781814,0.542694559485227
200670,42.875,0,0.0468462055874982,0.595282302138614
200680,87.625,0.0067365857002854,0.0167188247691964,0.923866917207356
200690,33.875,0.0010616298211185,0.927736344671623,0.14828682369005
200700,80.8125,0.0079360839454416,0.863831242849117,0.658820172998536
200710,285.875,0,0.0188105012226897,0.84819734034746
200715,17.75,0,0,0.812560869642913
200720,181.75,0.0027409406769672,0.273915145813885,0.192878752148893
200730,74.8125,0.0155477815668301,0.420369346347883,0.533191784478884
200760,155.25,0,0.0414093256739287,0.857032027572303
200770,354.25,0.0349885495785933,0.842423394549443,0.0830273547355662
200775,128.625,0,0.0248726518258785,0.788838476233953
200780,290,0.0052622024955243,0.742681252249527,0.265651512730278
200800,125.375,0.0018580789474997,0.731108582064299,0.504705116950886
200810,130.375,0.0074719391534405,0.629111741582456,0.482065425881065
200840,47.875,0,0.220071479325605,0.827023784490379
200862,624.125,0.0234555989015485,0.614340037942932,0.51448583592621
400001,2932.5,0.0113373152926867,0.876843746255349,0.104654064456082
400003,1267.25,0.0086829890785778,0.696204211215633,0.671332123744171
400004,298.25,0.0076703464999289,0.690637502758672,0.519964877495032
400005,65.75,0.0096684669626706,0.288057687455528,0.973324646314222
400021,456.875,0.0008775729909555,0.985723595040212,0.7515916736641
400022,74.125,0.0217505416786262,0.840949726121768,0.571376868390666
400023,611.5,0.0005415660043954,0.0045756393480323,0.695492621238421
400026,229,0.0007399577214274,0.810626424731575,0.624303769068028
400163,2,0.25,0.283333331346512,0
400212,556.375,0.0196217680719289,0.693501982582418,0.557150563117492
400295,3938.75,0.0111418368399027,0.773021919760376,0.611419818705134
400315,5,0,0.916666666666667,0.611111111111111
400419,4.375,0,0,0.8
400434,8.75,0,0.05,0.935049019607843
400456,1,0,0,NA
400457,1,0,0,NA
400458,1,0,0,NA
400462,1,0,0,NA
400463,377.666666666667,0.0460674429433063,0.326912487058564,0.611868734033346
400480,98.5,0.018096441884977,0.0486242088370421,0.910029173361506
400520,202.125,0.0001385313946576,0.140521381296574,0.595269491600089
400600,9886.875,0.0738427195187528,0.0704213974669797,0.881202645976174
400630,39.25,0.0036764705882353,0.895150431720695,0.509252706573362
400680,7689.875,0.0492499111438946,0.503037727279394,0.401479951621531
400750,6,0,0.790972222222222,0.453125
400790,2562.625,0.0192144255815926,0.679516823901052,0.67553779662116
400801,122.75,0,0.0011904761904762,0.712211136155363
400803,150.375,0.117510845355921,0.62207199697689,0.417166674542085
400806,59.5714285714286,0.286337146613368,0.468170354205467,0.39266381985473
400840,179.875,0.0081065918830523,0.306939513445805,0.744715777920968
400870,18.875,0.018054974916388,0.715598373546743,0.581863750284803
400910,117.625,0.0105447567083494,0.50542651568238,0.949907290860604
400960,4775.125,0.120656048570193,0.270058199816902,0.649828955670059
401000,189.25,0.0086379334769773,0.709133783006414,0.531449451054309
401050,1908.25,0.180018420807156,0.0944579581662097,0.803085630780005
401080,220.25,0.0121251959360409,0.587960506285251,0.746314860450196
401180,340.5,0.0099550921054251,0.35182754266513,0.580444433928118
401230,5.5,0,1,0
401260,63,0.0175068395732805,0.645900521607905,0.424804866921877
401290,23.625,0.015,0.758076041440444,0.5948642742121
401330,31.875,0,0.253246753246753,0.383173393844126
401380,3355.625,0.0870181701513225,0.352975069960414,0.594168135693844
401460,2939.5,0.0893215078640026,0.514340237472387,0.451941245151105
401500,2423.75,0.0246396315944306,0.557019654811828,0.738956058607289
401600,816.8125,0.007577438491474,0.590899571691384,0.676240879768904
401650,103.125,0.0085049705672064,0.832297829434789,0.630353338231723
401680,13700,0.0429511171685973,0.0443265574157174,0.807461162521146
401710,5290.125,0.041737597075808,0.285857782568622,0.608846279681815
401760,2251.875,0.0209704717389385,0.669416427640928,0.091248661198968
401810,120.875,0,0.0031953952446176,0.657975248435775
401870,20508.25,0.0578085727842219,0.576380947316587,0.291168813884755
401940,1753.875,0.000757291767207,0.0053527756127656,0.698991189404155
402110,36.3333333333333,0,0.152409318206745,0.292875457875458
402130,59.75,0.0021551724137931,0.579815507562662,0.295455228893322
402190,107.625,0.0023709934568054,0.7362097854207,0.900688268688136
402220,74.625,0.0161881734693143,0.580690663465606,0.656333952920848
402250,340.75,0.0200587654293915,0.496278811510452,0.158333589376015
402320,3770.5,0.0696151435910109,0.478874228573726,0.507377410927887
402370,1760.5,0.0102169366448813,0.630238999993538,0.632882388061147
402400,4275,0.0209718279457863,0.166818456701141,0.732371297656767
402430,4511.5,0.0498186261818869,0.0618825956221348,0.916924537164234
402460,3,0,1,0
402480,14.5,0.0003135451473869,0.550538467864196,0.735477582846004
402490,27.875,0.0441602670168232,0.661624481424428,0.454391788766789
402530,2387.125,0.0022607557232183,0.0227579803160773,0.858494786085734
402600,158.625,0.0115585080732688,0.733420089099238,0.522484931441782
402690,14125.375,0.080501823592116,0.537976064037153,0.439844414580026
402740,64.25,0.0364779461676792,0.283877121876199,0.75
402760,85.125,0.0014367816091954,0.483020115636919,0.774257195003756
402790,673.75,0.0760975365121256,0.0685570601681297,0.887953160008257
402860,5638.5,0.0127801386002773,0.531392800613739,0.411815033269149
402920,3948.875,0.0908041462121667,0.546795368767038,0.610416133683672
403010,2825.625,0.0289769895171591,0.364197183839913,0.598210152187376
403040,928.875,0.0157920508519944,0.768853159430441,0.14046694969093
403060,3023.3125,0.0816028805597643,0.0907134973074585,0.871925620097978
403080,163.375,0.0015126376527049,0.802235433030769,0.758794968966562
403150,653.25,0.184180450419376,0.570501069516318,0.294267805058891
403200,244.375,0,0.0773291490922728,0.586021973466003
403240,3812.5,0.000260884742133,0.0034164075597914,0.812240531810906
403290,682.75,0.0011872094308114,0.002747310319445,0.879394618040028
403310,181.875,0.0051704414620793,0.11048523873867,0.798805772669589
403400,20284.625,0.0415464399456835,0.71133550673863,0.177428027775647
403420,8851.25,0.0916078843115993,0.131016885466959,0.906575822308444
403500,953.75,0.0029231215496159,0.396788567848634,0.691011613968869
403550,134.75,0.0107581475068274,0.345225272002118,0.53893664657412
403660,19.2857142857143,0,0.845304833893396,0.647705059035108
403730,143.875,0.001813975498186,0.0858034326187762,0.762846514082401
403780,5685,0.0502057807883263,0.706271097045069,0.231669365626313
403820,864.0625,0.0126117681684804,0.225142176123424,0.79984459341201
403860,30.625,0.142959021932035,0.229946701432833,0.984434865900383
403870,3506.25,0.0109718557686248,0.696296841103184,0.598301195649262
403900,75.875,0,0.0989592437173925,0.761575559017595
403950,467.125,0.0018837787942408,0.0005843214189225,0.581058420486115
403960,4598.125,0.0240104076738991,0.0157878066224536,0.998973889846232
403990,2688.375,0.0411268773502036,0.662000653042568,0.465669543755241
404010,213.625,0.0035099940075542,0.681649682429271,0.395866418233237
404060,857,0.0005311400897698,0.0070685583537365,0.880643283018912
404170,36.375,0.0043103448275862,0.711870389891574,0.617574523202516
404230,13681.25,0.103395328709546,0.561471819917925,0.275765534847337
404280,2945.75,0.0133592340498575,0.729521473892812,0.553480961685862
404290,4465.25,0.225802352421878,0.140618475006568,0.657951323943895
404320,2632,0.0511991235117697,0.503386386692827,0.456337358782974
404380,7894.375,0.102801764818226,0.481353432145149,0.335725527897624
404410,230,0.0001206429329414,0.331492651416752,0.734645486277142
404440,3839.25,0.113175414605013,0.148972750235169,0.790672770361764
404500,4369.875,0.0652588878773324,0.518882851722015,0.365464468596957
404530,72.625,0.0218311845223258,0.829070061322814,0.471005150336032
404570,406,0.0036774603422745,0.239063550451468,0.787515046774302
404630,6179.75,0.026797734704979,0.598378189561267,0.440335493193909
404720,3853.625,0.11576058041335,0.46916110419921,0.52020217201039
404770,452.125,0.0094167948964606,0.401232656277779,0.774815810113002
404820,239.125,0.0113352364559763,0.796847481092607,0.869502675049767
404860,77.25,0.0081797084415764,0,0.872577550092908
404920,36.125,0.0584917491669202,0.702360518391641,0.586443564915539
404970,34074.375,0.0472575578385291,0.486193578276793,0.569097370827484
405030,566.625,0.0142605466698014,0.5134041102441,0.681003198915026
405100,12.375,0.128705245900563,0.498784390614677,0.657147931636423
405190,1329.25,0.0156290995563803,0.656007881986148,0.476992725395675
405220,106.25,0.0005365745117322,0.307474335264289,0.682072564673286
405320,603.125,0.0054992602713631,0.296240015333384,0.340542174473776
405340,92.75,0.0056837783680212,0.715328345976387,0.354600695513086
405360,6.75,0.1125,0.21456043956044,0
405400,1319.75,0.0208675403028253,0.0249524619851289,0.845677733128478
405430,200.75,0,0.0297126568338917,0.904953151436641
405460,567.875,0.0187704770471658,0.621617897585128,0.610797361438978
405500,6.33333333333333,0,0.764705882352941,0.692307692307692
405530,2765.875,0.0011707515892637,0.0080831197740523,0.754574915894946
405640,339.75,0.0082924529023364,0.438258433236545,0.293209729744224
405670,2491.25,0.105067960270595,0.137009997996603,0.786403412454945
405730,18.8571428571429,0,0.898659937012218,0.295351473922903
405760,40.375,0,0.872678334349925,0.802861151331164
405820,1214.5,0.0055937161722176,0.210997929222407,0.705614692243586
405850,304.875,0.0209465414244687,0.402277938573813,0.709543422145597
405880,726.375,0.0278135320676616,0.650471442939486,0.495601650079391
405930,16337.375,0.0323732822159222,0.643865417403367,0.339074193329834
405980,846.625,0.0044542028698822,0.183644613483582,0.767948924571897
406000,72.75,0.0010521611074607,0.406074137600611,0.492710815545344
406070,1120.875,0.0048386836983411,0.770327606071629,0.655540351356846
406120,110.375,0,0.0012886597938144,0.738311587449519
406150,60.25,0.0042091114883984,0.732028832833014,0.40551418927175
406210,6857.875,0.0840780241343767,0.175807197220832,0.741496740083783
406250,18280.75,0.0510055323176188,0.604249984095882,0.426999386919706
406300,6253,0.0952228205143854,0.107455537953081,0.701574617620596
406360,130.625,0.0106293844663921,0.220477248565321,0.678515625
406440,418.125,0.0063169702042795,0.717484621824947,0.464158598257784
406480,8,0.336363636363636,0.527272727272727,NA
406510,86.75,0.0057915588818761,0.893308964847104,0.645511325489002
406580,1079.25,0.0043843244207362,0.625778372248937,0.556951921429438
406630,81,0.0026315789473684,0.849937610236426,0.363289142370126
406730,2679.75,0.0100465231067183,0.815846248673874,0.278748023238065
406740,410.375,0.0019798729786419,0.0115612672723596,0.853026785987337
406780,159.625,0.0273293419448852,0.486676416722367,0.894857571096122
406810,3671.875,0.0352710088218304,0.730843122021797,0.232954743808477
406850,232.5,0.0024626055955979,0.433825559160376,0.561674088182498
406870,390.25,0,0.0097482978816729,0.73976176099644
406900,184,0.0467030958348418,0.700201677979093,0.0297770550527903
406960,646.5,0.0003784267820973,0.002190330635017,0.610302592286776
407020,536,0.147039851251058,0.0455797217700201,0.91647246406143
407080,8895.5,0.152034132376706,0.0534374067667048,0.403394109978788
407130,605.75,0.0027387042474857,0.71997567731708,0.38351672262196
407170,795.5,0.0296648199329731,0.639407813304131,0.690161411710274
407200,297.75,0.0017362501629867,0.0034591907679124,0.295888855473328
407240,1506.375,0.0165937220710274,0.48533619361292,0.453596492326194
407300,2610.5,0.0331249684798511,0.449664283490599,0.353435435802318
407380,14.25,0,0.260454822954823,0.678571428571429
407430,53.375,0.0062192874692875,0.533803184059298,0.157654127481714
407500,138.125,0,0.0502482381445788,0.216815816042539
407520,1629.5,0.001752688230984,0.0466238325763772,0.666275663771775
407570,12579.5,0.033506975679455,0.706789642200357,0.265199146826176
407630,71.25,0.0115853981931113,0.556810430440406,0.606505422522898
407680,21.125,0,0.504840488697039,0.597142857142857
407700,1338.625,0.0077186766602495,0.790109129966038,0.639233087052842
407750,19465.625,0.0328162250969085,0.737453304463196,0.274812694562692
407770,13.375,0.0083333333333333,0.817361111111111,0
407820,1199.625,0.0044388526622736,0.811138999349647,0.571818823148731
407860,111.125,0.0024628520055011,0.315456927015181,0.600616475914391
407890,1799.5,0.0033801592099472,0.0148281552867415,0.757498178786668
407920,80.75,0.0127069066796768,0.68128515614858,0.298534044553666
408020,199.5,0.0009278102002895,0.912304087787805,0.418810317871633
408080,383.125,0.0061648756096477,0.653560944799096,0.250162099301534
408130,401.875,0.0081164570994745,0.12250879260817,0.782296015098442
408170,9133.5625,0.0244015487993098,0.0513601566595313,0.643937274166673
408230,191.875,0.0173304849950568,0.142438306759938,0.748325885791244
408280,1164.75,0.0129288466917003,0.782127063868247,0.138472490963725
408310,8321,0.122883061469537,0.25503605183896,0.734916819055978
408410,703,0.007414682954353,0.769033292267701,0.431258090797497
408430,52.25,0,0.167386026365797,0.679413930976431
408460,20.125,0,0.781956311232627,0
408490,1824.625,0.0955460158922918,0.0569121439787806,0.73174316601353
408550,788.75,0.0602496901238372,0.318905821403542,0.681408017416457
408600,357.75,0.0662342246380058,0.591252817588169,0.739841515736067
408640,78.875,0.014175228964504,0.760543360663606,0.409242675594773
408680,655.25,0.0018432561789656,0.0145657835915852,0.50652298169141
408800,27891.375,0.0608511314284153,0.269728551064734,0.66174285661124
408820,1781.25,0.142186502532315,0.0909950501146875,0.802169739127265
408850,5193.5625,0.0540608058275589,0.628695709349867,0.268498890175314
408880,42.125,0.0002604166705472,0.378099617626952,0.235564957690393
409060,16167.5,0.0794333045069016,0.34829867012597,0.735364119938645
409090,206.875,0.0163536847083951,0.266161906943334,0.782788742494578
409120,56.5,0.0092407914582837,0.135859596012218,0.982421150278293
409160,916.125,0.0001397838273845,0.0036761306981949,0.97662608068803
409190,562.5,0.0136463682856125,0.721082312729035,0.57136732593878
409250,533,0.0081401356241521,0.314225040154198,0.703591185704044
409310,312,0.0171767463980963,0.517922850560579,0.687013055261096
409390,769.75,0.0406223580731915,0.0188796512911964,0.747233731715631
409430,1157.6875,0.0016027076146262,0.003284642996176,0.349693869050249
409460,965.625,0.0218821546809346,0.233821878266702,0.325981099485144
409510,32.375,0.0339247895999527,0.759238490110251,0.738379932359592
409540,24.5,0.0032779721289196,0.786578446976416,0.882730256521407
409570,11.5,0,0.93070367155792,0.51199494949495
409600,7022.375,0.0282297818803686,0.264389922551561,0.70043255365099
409733,625.25,0.0107184831021725,0.529700352511723,0.492023471666208
409734,4.125,0.198659820109606,0.331260498364767,0
499997,635.5,0.022218397115456,0.634960581185286,0.151503759398496
500001,628.625,0.143843182340125,0.819989952236793,0.669364973575106
500006,735.375,0.333948156492867,0.454110937803234,0.742786639838198
500009,454.75,0.0062003119750476,0.97452825556333,0.711861559289494
500012,378,0.0163883749111037,0.947473500174818,0.662754679030352
500015,1962.875,0.0230139418982679,0.924458894100683,0.477736895181653
500016,337.375,0.0060635677462725,0.970342068630203,0.648516986273046
500017,1371.75,0.030052961231885,0.915535989546261,0.683662311244892
500019,1364.625,0.057062811553147,0.775216432623081,0.567805876321606
500020,237.5,0.0122872310381412,0.95235989726343,0.715655357067301
500021,229.75,0.0102677113394235,0.948015243703203,0.778855750614647
500023,605.875,0.38431540524557,0.547183599278811,0.788218299908806
500026,2212.5,0.968305319280391,0.0211228040292871,0.889450058984982
500028,757.875,0.223027631157782,0.706124723095277,0.62376835367943
500029,646.125,0.229510195136293,0.702277314422784,0.684503892506748
500030,187.375,0.380523173356388,0.596167993915172,0.789769750544883
500032,248,0.420865807297035,0.562674456353539,0.772559935280411
500035,33,0.342115157286831,0.62292350688821,0.665700898563802
500036,50.75,0.327867405435059,0.551629972938581,0.795332014392882
500041,204.75,0.0042489641230792,0.718235529372852,0.802192209817095
500042,914.5,0.241448843263868,0.631925547360645,0.806955317080573
500043,1825.25,0.0020639896160155,0.957182973937765,0.556275302860517
500044,1271.625,0.543929454537361,0.412412769665864,0.700097421048128
500045,609.75,0.291997278778776,0.649307867696292,0.779280646985933
500046,472.75,0.0014007161593249,0.93997297260332,0.632295027207073
500047,730.25,0.101149908457373,0.842501478096816,0.769592588738905
500048,332.25,0.110061691846723,0.82514375807563,0.768563576968152
500049,1126.75,0.038018109231727,0.337339394352417,0.78782976857036
500051,321.25,0.181147600030939,0.797873758950384,0.941799096612061
500065,331.125,0.607207949448714,0.368380324845233,0.843458648712622
500067,408.25,0.263642751017698,0.722465567074658,0.607557727830404
500068,469,0.221764167820918,0.75390909934758,0.569133367380989
500070,378.75,0.0169336221102157,0.945804454117931,0.66731541837759
500071,185.25,7.36811078894e-05,0.989094113635073,0.692864877110369
500072,165.75,0.0010217113698694,0.951235074899974,0.783275517543154
500073,330.625,0.0059064957410778,0.943366795440658,0.759152274747915
500076,303.375,0.0008038585209003,0.951654716678254,0.788657622345352
500077,158.5,0,0.990461967343688,0.795807453416149
500079,378,0.0033757020746526,0.891503641140753,0.845861216465376
500082,491,0.0023281627397072,0.979526143989675,0.653661377650471
500390,17.5,0.535375816993464,0.411029411764706,NA
500405,511.125,0.0017811742757712,0.693907492934688,0.955898972424112
502250,1560.875,0.0156533001025832,0.94147956101298,0.522385226596836
502280,252.25,0.0070807496615104,0.966119248274141,0.648258818584758
502430,899.875,0.358965899306381,0.563383292554762,0.586962131825832
502550,207.375,0.0803366765048686,0.833080739161376,0.41482166974814
502580,680.75,0.308705203787,0.646630858667074,0.625972208994059
502610,460.5,0.007628006664545,0.963569371057427,0.635325660199406
